user_id,gender,birth_year,province,city,age,out_degree,in_degree,total_degree
2411618371,m,1990,四川,成都,36,0,0,0
2975116712,m,1962,吉林,四平,64,0,0,0
3216975567,m,1988,上海,浦东新区,38,0,0,0
1832927052,m,1977,四川,成都,49,868,0,868
1995909937,m,1987,河南,郑州,39,42,0,42
2080820933,m,1988,北京,西城区,38,15,0,15
1925339215,f,1987,北京,东城区,39,0,0,0
2219772297,m,1991,北京,海淀区,35,826,0,826
2843238552,m,1978,山东,济南,48,0,0,0
1736592633,m,1987,上海,徐汇区,39,25,0,25
1825985183,m,1985,广东,深圳,41,29,0,29
1159199603,m,1987,湖北,仙桃,39,0,0,0
1782282487,m,1983,四川,雅安,43,64,0,64
1761683935,m,1970,北京,东城区,56,808,0,808
1559697097,m,1985,四川,成都,41,0,0,0
2770477853,f,1984,山西,太原,42,0,0,0
3065334125,m,1988,北京,海淀区,38,0,0,0
2294964585,m,1990,山东,济南,36,7,0,7
1952972557,m,1981,山西,晋城,45,26,0,26
1189667777,f,1986,江苏,无锡,40,0,0,0
1746538995,m,1990,山东,济宁,36,112,0,112
1187616800,m,1986,四川,成都,40,21,0,21
1876767291,m,1990,上海,嘉定区,36,198,0,198
1059811705,f,1985,福建,福州,41,1894,0,1894
1451094090,m,1980,广东,广州,46,70,0,70
1906059051,m,1990,湖南,长沙,36,37,0,37
2191691132,f,1989,广东,None,37,102,0,102
1729209245,m,1959,新疆,None,67,0,0,0
2598187167,m,1995,浙江,杭州,31,0,0,0
1832445470,m,1987,广东,东莞,39,121,0,121
2599431412,m,1991,安徽,黄山,35,0,0,0
2270493101,m,1989,广东,深圳,37,95,0,95
2992931461,m,1993,湖北,武汉,33,0,0,0
1676806131,m,1989,江苏,南京,37,690,1,691
1914026090,m,1985,湖北,武汉,41,90,0,90
1626113487,m,1988,福建,三明,38,137,0,137
2643609971,m,1988,广东,湛江,38,0,0,0
2879358660,m,1977,广东,广州,49,0,0,0
1339179775,m,1983,江苏,泰州,43,132,0,132
2157079812,m,1994,江苏,苏州,32,0,0,0
2910597697,m,1996,上海,闵行区,30,0,0,0
2726708751,m,1993,湖南,长沙,33,0,0,0
2087428181,m,1989,安徽,淮北,37,28,0,28
2678752994,m,1985,黑龙江,哈尔滨,41,0,0,0
2710229927,m,1985,北京,海淀区,41,0,0,0
1043803151,m,1984,江苏,无锡,42,9,0,9
1837418251,m,1985,上海,None,41,181,0,181
3105189634,m,1990,None,None,36,0,0,0
1877924947,f,1984,吉林,长春,42,15,0,15
2635029183,m,1988,None,None,38,27,0,27
1857171682,f,1980,广东,东莞,46,21,0,21
2156182452,m,1984,福建,泉州,42,1144,0,1144
2729688593,m,1986,北京,海淀区,40,0,0,0
1613643334,f,1982,四川,成都,44,20,0,20
2270696340,f,1988,四川,成都,38,0,0,0
2361502903,m,1988,辽宁,沈阳,38,0,0,0
1772586931,m,1994,四川,自贡,32,0,0,0
1807079774,f,1982,天津,河东区,44,388,0,388
1740931141,m,1990,广东,佛山,36,0,0,0
2652985161,m,2012,江西,南昌,14,10,0,10
1676425347,m,1979,广东,广州,47,141,0,141
3194719287,m,1986,浙江,杭州,40,0,0,0
1886524377,f,1986,北京,海淀区,40,141,0,141
1899255095,m,1985,广西,桂林,41,10,0,10
3107581884,m,2013,广东,东莞,13,0,0,0
2810340224,m,1993,广东,广州,33,0,0,0
1098629377,m,1982,河南,郑州,44,79,0,79
1240396260,m,1984,内蒙古,赤峰,42,3650,0,3650
1220516403,m,1984,湖南,长沙,42,282,0,282
2467338307,m,1990,北京,东城区,36,109,0,109
1183386607,m,1986,天津,津南区,40,0,0,0
1811481411,m,1987,广东,东莞,39,74,0,74
2351366965,f,1992,福建,宁德,34,0,0,0
1144100415,m,1980,辽宁,None,46,2170,0,2170
1746656490,f,1962,四川,成都,64,274,0,274
2390110793,m,1990,辽宁,大连,36,0,0,0
1777585837,m,1984,广东,深圳,42,27,0,27
2294934502,m,1977,广东,惠州,49,0,0,0
1460514640,m,1985,北京,东城区,41,32,0,32
1438808044,m,1990,广东,东莞,36,0,0,0
2815062767,m,1982,北京,大兴区,44,0,0,0
2207413394,f,2011,辽宁,沈阳,15,0,0,0
1885708694,f,1982,上海,浦东新区,44,223,0,223
2614267473,f,1989,四川,成都,37,46,0,46
1599771051,m,1989,广东,深圳,37,840,0,840
2243558412,m,1976,广东,中山,50,0,0,0
2643005151,f,1994,北京,海淀区,32,0,0,0
1274816355,f,1991,湖南,长沙,35,0,0,0
2174410825,m,1993,山东,日照,33,0,0,0
1994910264,m,1990,陕西,西安,36,0,0,0
1374643444,m,1952,河南,郑州,74,0,0,0
1686112450,m,1988,北京,东城区,38,0,0,0
1674191071,m,1985,河北,唐山,41,86,0,86
2429621573,m,1990,广东,广州,36,0,0,0
2387007350,f,1990,广东,云浮,36,0,0,0
1230529933,m,1985,广东,深圳,41,0,0,0
1793647445,f,1988,山东,烟台,38,37,0,37
2549285735,f,1969,北京,None,57,59,0,59
1849808062,m,1992,江西,南昌,34,14,0,14
2797506562,f,1990,广东,佛山,36,0,0,0
1781380835,f,1989,None,None,37,12,0,12
3090068625,m,1986,云南,昆明,40,0,0,0
1873646092,m,1991,广东,广州,35,332,0,332
2152487567,m,1986,福建,龙岩,40,59,0,59
2233454743,m,1977,北京,东城区,49,72,0,72
1652706330,m,1982,湖南,长沙,44,0,0,0
2324394184,m,1986,广东,深圳,40,46,0,46
2689876495,f,1990,广东,中山,36,0,0,0
2269853215,m,1989,黑龙江,哈尔滨,37,72,0,72
1562605187,m,1985,广东,深圳,41,0,0,0
2410320191,f,1993,重庆,沙坪坝区,33,0,0,0
1253724562,f,1987,北京,海淀区,39,297,0,297
2213316044,m,1987,江苏,连云港,39,492,0,492
1578075153,m,1989,浙江,宁波,37,16,0,16
1933308087,m,1990,湖北,武汉,36,40,0,40
2001101695,f,1991,辽宁,丹东,35,0,0,0
1639929350,m,1981,北京,海淀区,45,308,0,308
1877219351,m,1990,湖北,武汉,36,157,0,157
1906072813,m,1988,河北,石家庄,38,243,0,243
2252518402,m,1988,陕西,西安,38,261,0,261
1352085744,f,1983,福建,泉州,43,44,0,44
2826671191,m,1985,北京,昌平区,41,0,0,0
1826754485,f,1982,黑龙江,大庆,44,16,0,16
2201743535,m,1991,江苏,苏州,35,0,0,0
2509548344,m,1992,上海,嘉定区,34,24,0,24
1794056354,f,1990,河北,秦皇岛,36,63,0,63
1807064527,m,1995,安徽,铜陵,31,0,0,0
2409011694,f,1982,北京,朝阳区,44,0,0,0
1053604635,m,1982,河北,保定,44,29,0,29
2183941792,m,1966,广东,佛山,60,130,0,130
2195074157,m,1982,广东,广州,44,64,0,64
1431643293,m,1990,辽宁,大连,36,485,0,485
2345037351,m,1978,北京,通州区,48,0,0,0
1849913153,f,1991,天津,河北区,35,10,0,10
1582067643,m,1992,辽宁,丹东,34,53,0,53
2794132575,f,1986,辽宁,盘锦,40,0,0,0
3137492907,m,1991,河南,郑州,35,0,0,0
1465583350,m,1965,北京,石景山区,61,0,0,0
2314121833,m,1952,北京,大兴区,74,0,0,0
1609567144,m,1987,四川,乐山,39,40,0,40
2100704481,m,1986,江苏,泰州,40,236,0,236
1415419965,f,1982,辽宁,沈阳,44,792,0,792
1825555577,m,1993,广东,江门,33,476,0,476
2197914831,m,1988,山西,晋中,38,56,0,56
1966410727,m,1993,广东,江门,33,427,0,427
1839813973,m,1987,广东,广州,39,0,0,0
1852314980,f,1991,北京,海淀区,35,23,0,23
2708269697,m,1993,江苏,南通,33,0,0,0
2721977861,m,1986,四川,成都,40,0,0,0
2696728562,m,1993,四川,成都,33,0,0,0
2365562540,f,1989,广东,深圳,37,28,0,28
1859508022,m,1988,北京,海淀区,38,121,0,121
1348661363,m,1985,陕西,渭南,41,43,0,43
1836235434,m,1989,福建,厦门,37,281,0,281
1255653507,m,1985,重庆,沙坪坝区,41,123,0,123
2439546825,f,1990,北京,朝阳区,36,0,0,0
2461181234,m,1982,广东,广州,44,522,0,522
3393415554,m,1983,上海,杨浦区,43,0,0,0
2599764527,m,1991,湖北,鄂州,35,21,0,21
2946762890,f,1991,辽宁,沈阳,35,0,0,0
2913373103,m,1989,None,None,37,0,0,0
1880274225,f,1986,河北,石家庄,40,27,0,27
2055045167,f,1990,陕西,宝鸡,36,0,0,0
1846045190,f,1984,江苏,苏州,42,104,0,104
1863092000,m,1990,湖北,武汉,36,12,0,12
2050062564,f,1980,广东,广州,46,0,0,0
1725340015,m,1984,广东,珠海,42,0,0,0
2950687055,m,1986,北京,朝阳区,40,0,0,0
1919788970,m,1990,北京,朝阳区,36,86,0,86
2420564437,m,1992,北京,平谷区,34,0,0,0
2712906390,f,1987,广东,深圳,39,0,0,0
3089315650,m,1978,江苏,无锡,48,0,0,0
2365660992,f,1984,湖北,武汉,42,54,0,54
1784906061,m,1990,北京,朝阳区,36,188,0,188
2884317945,m,1982,山东,None,44,0,0,0
2156968545,m,1976,陕西,宝鸡,50,1555,0,1555
2704939392,m,1987,广东,深圳,39,0,0,0
1940832984,m,1992,香港,东区,34,0,0,0
2024616497,m,1973,北京,西城区,53,0,0,0
1900510741,m,1983,广东,佛山,43,59,0,59
2446490200,m,1991,广东,东莞,35,0,0,0
1092189222,f,1981,广东,佛山,45,229,0,229
2098193794,m,1990,云南,大理,36,130,0,130
2849084665,f,1992,云南,昆明,34,0,0,0
2784524840,m,1988,北京,海淀区,38,0,0,0
2796712420,m,1990,江苏,苏州,36,0,0,0
1774111643,m,1983,北京,海淀区,43,35,0,35
2518536917,m,1991,广东,None,35,0,0,0
2085435231,m,1992,广东,广州,34,0,0,0
2201667470,m,1993,广东,清远,33,0,0,0
1965588952,f,1981,北京,朝阳区,45,104,0,104
1872101961,m,1984,辽宁,大连,42,0,0,0
1402577037,m,1972,天津,None,54,228,0,228
1932419574,m,1986,福建,三明,40,33,0,33
1765437043,m,1988,天津,西青区,38,97,0,97
1758246243,m,1989,天津,None,37,928,0,928
1631961193,m,1972,黑龙江,哈尔滨,54,15,0,15
1749149151,f,1976,山东,青岛,50,52,0,52
2934129350,f,1987,江西,南昌,39,0,0,0
2512042087,m,1991,河南,郑州,35,211,0,211
1470873021,m,1981,上海,金山区,45,1283,0,1283
1596416504,m,1979,湖南,长沙,47,87,0,87
2512632042,m,1990,河南,信阳,36,0,0,0
2621601585,f,1989,广东,广州,37,0,0,0
2429289123,m,1987,江苏,None,39,0,0,0
1671349997,f,1975,湖南,长沙,51,0,0,0
1904119455,f,1987,广东,广州,39,12,0,12
2652449783,m,1965,江苏,徐州,61,9,0,9
2278186020,m,1990,上海,松江区,36,0,0,0
2325282057,m,1989,吉林,长春,37,0,0,0
2985865413,f,1988,甘肃,天水,38,0,0,0
2447582687,m,1991,江苏,宿迁,35,0,0,0
1146626933,m,1984,广东,广州,42,119,0,119
716806,m,1982,北京,宣武区,44,1992,1,1993
1319465940,m,1989,广东,茂名,37,33,0,33
2447144960,f,1988,北京,大兴区,38,0,0,0
2174743540,f,1991,广东,广州,35,249,0,249
2557244073,m,1990,广东,None,36,0,0,0
1900107197,m,1991,河南,平顶山,35,28,0,28
1740454977,f,1986,广东,深圳,40,1015,0,1015
3214752777,f,1990,上海,徐汇区,36,0,0,0
2481626311,f,1988,广东,广州,38,0,0,0
1481218724,m,1988,陕西,西安,38,0,0,0
1770678995,m,1986,福建,福州,40,29,0,29
2425808512,f,1992,上海,普陀区,34,0,0,0
2434019423,m,1989,江苏,南京,37,0,0,0
2699471344,m,1983,海外,None,43,0,0,0
2291075214,m,1994,湖北,武汉,32,184,0,184
1660772115,f,1990,广东,广州,36,0,0,0
1764272082,m,1991,江苏,常州,35,97,0,97
1222943007,m,1971,安徽,安庆,55,39,0,39
2858658484,f,1990,广东,惠州,36,0,0,0
3060631915,m,1988,江苏,无锡,38,0,0,0
1897758057,m,1986,河南,洛阳,40,73,0,73
2364838425,f,1989,辽宁,抚顺,37,0,0,0
1018758050,m,1974,上海,嘉定区,52,0,0,0
1660349210,m,1983,上海,杨浦区,43,27,0,27
2219136992,m,1991,云南,曲靖,35,0,0,0
3259998842,m,1986,重庆,沙坪坝区,40,0,0,0
2081264187,f,1989,湖北,孝感,37,22,0,22
3190313390,m,1981,广东,深圳,45,0,0,0
1811401642,m,1984,甘肃,兰州,42,86,0,86
1347791024,m,1987,天津,河北区,39,10,0,10
1479863330,m,1983,湖北,武汉,43,8,0,8
1937435513,m,1987,None,None,39,0,0,0
2709182477,m,1985,广东,广州,41,0,0,0
1577882840,f,1987,北京,None,39,1450,0,1450
1656634311,m,1980,广东,东莞,46,0,0,0
1704431677,m,1968,北京,海淀区,58,11,0,11
2556288795,f,2005,山东,济南,21,0,0,0
1506805043,m,1994,天津,保税区,32,140,0,140
2657979557,m,1990,甘肃,平凉,36,0,0,0
2864596810,m,1990,北京,大兴区,36,0,0,0
1745478803,f,1985,上海,黄浦区,41,40,0,40
1971796875,f,2014,北京,通州区,12,27,0,27
1098452730,f,1980,北京,大兴区,46,0,0,0
1404024870,f,1988,甘肃,天水,38,846,0,846
2331721460,f,1986,上海,闵行区,40,1315,0,1315
2347734825,f,1981,上海,长宁区,45,79,0,79
2825821634,f,1987,江苏,苏州,39,0,0,0
2279911467,m,1983,江苏,盐城,43,0,0,0
2673845253,m,1989,广东,湛江,37,0,0,0
1862630831,m,2013,北京,海淀区,13,236,0,236
2264393035,m,1987,安徽,合肥,39,0,0,0
2122659607,f,1990,北京,None,36,0,0,0
2826745592,m,1992,江苏,苏州,34,0,0,0
1828330544,f,1987,江苏,南京,39,90,0,90
1767505631,m,1977,河南,洛阳,49,2,0,2
1879552610,f,1986,上海,虹口区,40,25,0,25
2273876401,f,1989,浙江,杭州,37,26,0,26
2431540245,m,1970,四川,凉山,56,0,0,0
3224253341,f,1988,福建,厦门,38,0,0,0
2424252015,f,1990,北京,顺义区,36,0,0,0
1830076163,m,1977,广西,桂林,49,142,0,142
2510126537,m,1990,河南,None,36,0,0,0
1154660451,m,1983,广东,汕尾,43,1586,0,1586
2369217233,m,1989,江苏,南通,37,0,0,0
1733810555,f,1986,北京,朝阳区,40,0,0,0
2165319224,m,1982,江西,九江,44,0,0,0
2831871204,f,1982,湖北,武汉,44,0,0,0
2721416092,m,1992,山东,泰安,34,0,0,0
2405167273,m,1980,上海,卢湾区,46,0,0,0
1805522217,m,1970,天津,和平区,56,0,0,0
2640708535,f,2014,湖北,武汉,12,0,0,0
3004164895,m,1991,湖南,益阳,35,0,0,0
1986741317,f,1991,山东,淄博,35,0,0,0
3023680391,m,1990,广东,深圳,36,0,0,0
1055785310,m,1974,江苏,南通,52,89,0,89
2585849974,f,1989,贵州,遵义,37,0,0,0
2154510210,m,1986,湖北,武汉,40,0,0,0
2880364094,m,1969,上海,闸北区,57,0,0,0
2340907895,f,1995,四川,成都,31,49,0,49
2890041980,m,1976,天津,河西区,50,0,0,0
1629994152,f,1988,天津,津南区,38,0,0,0
1291184563,f,1986,湖南,长沙,40,61,0,61
3516829994,m,1980,重庆,大渡口区,46,0,0,0
2995916082,m,1989,陕西,延安,37,0,0,0
1719858727,m,1988,辽宁,沈阳,38,89,0,89
1738167827,m,1988,江苏,苏州,38,0,0,0
1882963582,m,1991,云南,玉溪,35,0,0,0
1827640745,f,1982,北京,海淀区,44,71,0,71
1409626027,m,1961,四川,德阳,65,3392,0,3392
2476421847,f,1988,湖北,武汉,38,0,0,0
1689707445,f,1993,辽宁,沈阳,33,59,0,59
1261212907,m,1979,北京,丰台区,47,55,0,55
2433973710,m,1968,甘肃,平凉,58,0,0,0
1427083434,m,2000,云南,昆明,26,9,0,9
2067363523,m,1974,吉林,长春,52,0,0,0
1405871943,m,1980,江苏,徐州,46,958,0,958
1224368801,m,1988,天津,南开区,38,40,0,40
2641327197,m,1990,河南,信阳,36,93,0,93
2016383237,m,1991,陕西,西安,35,11,0,11
2043171572,m,1988,北京,海淀区,38,22,0,22
2433732664,m,1987,广东,广州,39,0,0,0
2923683023,m,1990,None,None,36,0,0,0
2860923485,m,1986,北京,朝阳区,40,0,0,0
2287686161,f,1988,北京,朝阳区,38,34,0,34
2648547463,m,1990,上海,徐汇区,36,0,0,0
1871772304,m,1982,安徽,合肥,44,29,0,29
1997480353,m,1980,上海,长宁区,46,622,0,622
2787750251,m,1990,None,None,36,0,0,0
1214267013,f,1987,北京,丰台区,39,29,0,29
3170252565,f,1992,北京,海淀区,34,0,0,0
1899498760,f,1988,四川,成都,38,0,0,0
1659461461,f,1987,北京,朝阳区,39,138,0,138
1426528571,f,1981,福建,厦门,45,125,0,125
3209392272,m,1989,浙江,宁波,37,0,0,0
1738121885,f,2013,江苏,苏州,13,22,0,22
2884787240,m,1988,北京,怀柔区,38,0,0,0
2423857654,m,1989,江苏,苏州,37,0,0,0
1787621977,m,1989,天津,静海县,37,26,0,26
1062891443,m,1985,江苏,南通,41,170,0,170
1734254094,f,1986,北京,朝阳区,40,304,0,304
2395429241,f,1992,天津,河西区,34,0,0,0
1402381433,m,1969,北京,朝阳区,57,23,0,23
2178338714,m,1988,北京,东城区,38,31,0,31
2097116555,f,1990,北京,海淀区,36,211,0,211
2930342895,f,1975,None,None,51,0,0,0
1501933510,f,1990,浙江,台州,36,12,0,12
1565449602,f,1986,安徽,合肥,40,16,0,16
1349252165,f,2013,None,None,13,81,0,81
1314275484,m,1985,江西,南昌,41,110,0,110
1770762930,f,1991,广东,佛山,35,139,0,139
2505403143,m,1990,浙江,宁波,36,0,0,0
2417543797,m,1987,广东,广州,39,0,0,0
2219186615,m,1985,北京,None,41,56,0,56
1901508711,m,1988,山东,济南,38,0,0,0
1884524364,m,1983,湖南,怀化,43,99,0,99
2467156480,m,2000,山东,聊城,26,35,0,35
1870782502,m,1990,浙江,温州,36,0,0,0
1655705322,m,1991,湖南,常德,35,155,0,155
3157077131,m,1985,广西,南宁,41,0,0,0
1898563181,m,1990,广东,东莞,36,25,0,25
2414241525,f,1989,北京,海淀区,37,0,0,0
1790274853,m,1988,河北,保定,38,0,0,0
2190994474,m,2011,江苏,苏州,15,29,0,29
1809003282,m,1985,黑龙江,鸡西,41,19,0,19
1501252477,m,1968,陕西,西安,58,38,0,38
2756247733,m,1981,天津,南开区,45,0,0,0
1824006484,f,1987,广东,广州,39,0,0,0
1841951235,m,1986,上海,浦东新区,40,142,0,142
2447412575,m,1991,None,None,35,0,0,0
2629435310,f,1991,上海,崇明县,35,27,0,27
1404646101,m,1969,北京,东城区,57,40,0,40
1965437723,m,1979,浙江,嘉兴,47,296,0,296
1791344263,m,1990,广东,佛山,36,50,0,50
1750150054,m,1984,广东,广州,42,133,0,133
1508405903,m,1988,山西,晋中,38,869,0,869
1854638735,m,1986,北京,大兴区,40,0,0,0
1771677613,m,1994,湖北,武汉,32,0,0,0
1229124342,f,1986,广东,佛山,40,25,0,25
2510491070,m,1984,福建,厦门,42,38,0,38
1791285117,f,1989,北京,宣武区,37,33,0,33
1813293767,m,1991,甘肃,天水,35,303,0,303
2142576005,m,1971,安徽,合肥,55,49,0,49
2478618950,m,1988,上海,闸北区,38,29,0,29
2313067290,m,1989,广东,深圳,37,0,0,0
2855151710,m,1986,上海,青浦区,40,0,0,0
3140147087,m,1987,山东,临沂,39,0,0,0
2797503444,m,1962,上海,宝山区,64,0,0,0
2258489553,m,1985,四川,成都,41,40,0,40
2633447022,m,1970,四川,成都,56,0,0,0
1708228075,m,1993,江苏,None,33,51,0,51
2499523875,m,1988,广东,深圳,38,0,0,0
1761157244,m,1983,海外,None,43,1127,0,1127
1853494681,m,1990,广东,肇庆,36,201,0,201
2686069645,f,1968,None,None,58,0,0,0
1686378260,f,1997,上海,宝山区,29,0,0,0
2676818132,m,1990,四川,成都,36,92,0,92
1277628097,m,1989,北京,丰台区,37,95,0,95
1341429691,m,1981,上海,虹口区,45,75,0,75
1859151414,m,1987,江苏,徐州,39,86,0,86
2640894401,m,1989,北京,海淀区,37,15,0,15
2557068390,m,1992,湖南,株洲,34,120,1,121
2320632154,m,1991,湖北,恩施土家族苗族自治州,35,154,0,154
1768965121,m,1990,河南,郑州,36,8,0,8
1723711875,m,1985,山东,济宁,41,19,0,19
1746276325,m,1988,海南,海口,38,42,0,42
1868368380,m,1984,上海,普陀区,42,251,0,251
1906665247,m,1990,广东,东莞,36,45,0,45
2194652521,m,1990,上海,杨浦区,36,0,0,0
3053236965,f,1967,河北,秦皇岛,59,0,0,0
2865432274,m,1981,上海,浦东新区,45,0,0,0
1894847817,m,1986,广东,佛山,40,1,0,1
2450269157,m,1989,天津,南开区,37,0,0,0
2277971613,m,1990,广东,广州,36,0,0,0
2462629810,f,1985,广东,广州,41,12,0,12
2532215272,f,1990,北京,海淀区,36,0,0,0
1951057673,m,1988,河南,安阳,38,90,0,90
1704687234,m,1987,江苏,苏州,39,150,0,150
2541462324,m,1984,河北,沧州,42,0,0,0
2171715810,m,1987,广东,广州,39,288,0,288
1569107671,m,1978,山西,太原,48,249,0,249
2574285541,m,1973,广东,广州,53,0,0,0
1444630150,m,1985,江西,南昌,41,49,0,49
2193039293,m,1995,海外,美国,31,331,0,331
2080043962,m,1991,天津,和平区,35,132,0,132
1699759547,m,1990,海外,新加坡,36,255,0,255
1316385074,m,1985,江苏,南京,41,11,0,11
2281064877,f,1988,山东,济南,38,177,0,177
1732204930,m,1986,广东,中山,40,216,0,216
2588577092,f,1990,北京,朝阳区,36,100,0,100
1639612174,f,1989,广东,深圳,37,61,0,61
2185947820,m,1990,江西,南昌,36,34,0,34
2737556235,m,1992,河南,郑州,34,0,0,0
2639533157,m,1989,广东,广州,37,0,0,0
2637484897,f,1988,广东,深圳,38,0,0,0
1869215504,m,1976,广东,深圳,50,43,0,43
2158185472,m,1991,广东,深圳,35,0,0,0
2597880837,m,1994,浙江,绍兴,32,0,0,0
1616028075,f,1987,黑龙江,哈尔滨,39,57,0,57
1654070927,m,1978,山东,菏泽,48,0,0,0
2717523094,m,1990,河南,郑州,36,0,0,0
2239342067,f,1983,河北,廊坊,43,0,0,0
1530170902,m,1991,福建,福州,35,56,0,56
1646988674,m,1986,北京,海淀区,40,52,0,52
2090162182,m,1987,上海,浦东新区,39,0,0,0
2235289404,m,1987,湖北,荆州,39,0,0,0
2517307721,f,1992,安徽,合肥,34,87,0,87
1778099741,f,1990,河北,石家庄,36,245,0,245
1868117693,m,1988,广东,深圳,38,25,0,25
1876196963,m,1958,四川,雅安,68,1,0,1
2113172537,m,1986,上海,徐汇区,40,325,0,325
2637532413,m,1987,广东,深圳,39,0,0,0
2258674623,f,1982,北京,None,44,336,0,336
2261240527,m,1994,湖北,None,32,115,0,115
1410411190,m,1982,北京,东城区,44,46,0,46
1806897033,m,1993,浙江,宁波,33,37,0,37
1876550773,m,1978,北京,海淀区,48,290,0,290
2311927847,m,1988,浙江,金华,38,0,0,0
1782087195,m,1990,广东,深圳,36,56,0,56
2276413207,m,1981,上海,金山区,45,6,0,6
2690806271,m,1985,辽宁,沈阳,41,0,0,0
